54
45
25
23
21
60
55
40
30
40
30
56
40
45
35
70
65
21
20
27
70
50
45
40
45
40
40
60
50
40
30
40
35
18
60
30
35
30
60
50
35
29
65
50
70
65
30
22
40
35
60
55
27
24
60
50
60
50
30
24
35
25
45
35
41
30
42
30
45
35
45
40
45
35
50
40
30
20
50
45
53
42
65
38
30
32
25
30
70
65
22
56
48
45
40
21
18
35
28
65
42
28
70
65
35
30
55
45
75
65
55
50
55
53
55
53
70
40
35
46
40
40
24
17
38
20
40
32
45
40
70
60
35
30
42
34
30
28
40
35
75
50
60
50
26
37
30
25
28
20
30
28
38
30
45
35
65
55
35
30
25
23
50
35
